,congress_idx_dallas,original row,Round,rand,text,Label_dallas,Notes_dallas,King James Bible_dallas,American Standard Version_dallas,Douay-Rheims Bible_dallas,Darby Bible Translation_dallas,English Revised Version_dallas,Webster Bible Translation_dallas,World English Bible_dallas,Young's Literal Translation_dallas,American King James Version_dallas,0_dallas,Match_dallas,congress_idx_lavinia,Label_lavinia,Notes_lavinia,King James Bible_lavinia,American Standard Version_lavinia,Douay-Rheims Bible_lavinia,Darby Bible Translation_lavinia,English Revised Version_lavinia,Webster Bible Translation_lavinia,World English Bible_lavinia,Young's Literal Translation_lavinia,American King James Version_lavinia,0_lavinia,Match_lavinia,label_emb,label_ngm,label_emb_perc,label_emb_bin,stratum,weight,label_ngm_bin,label_emb_ngm_or,label_emb_ngm_and
83,66360,160,2.0,0.5523236257,We ought to have been focusing on that.,Not Match,,"Then Peter and the other apostles answered and said, We ought to obey God rather than men.","But Peter and the apostles answered and said, We must obey God rather than men.","But Peter and the apostles answering, said: We ought to obey God, rather than men. ","But Peter answering, and the apostles, said, God must be obeyed rather than men.","But Peter and the apostles answered and said, We must obey God rather than men.","Then Peter and the other apostles answered and said, We ought to obey God rather than men.","But Peter and the apostles answered, |We must obey God rather than men.","And Peter and the apostles answering, said, 'To obey God it behoveth, rather than men;","Then Peter and the other apostles answered and said, We ought to obey God rather than men.",0.5285061362,0,66360,Not Match,,"Then Peter and the other apostles answered and said, We ought to obey God rather than men.","But Peter and the apostles answered and said, We must obey God rather than men.","But Peter and the apostles answering, said: We ought to obey God, rather than men. ","But Peter answering, and the apostles, said, God must be obeyed rather than men.","But Peter and the apostles answered and said, We must obey God rather than men.","Then Peter and the other apostles answered and said, We ought to obey God rather than men.","But Peter and the apostles answered, |We must obey God rather than men.","And Peter and the apostles answering, said, 'To obey God it behoveth, rather than men;","Then Peter and the other apostles answered and said, We ought to obey God rather than men.",0.6820883421,0,0.0591895639407037,1.0,0,0,0,0.12,0,0,0
84,1518291,250,2.0,0.7537330548,And I am sure that he will beg us to yield back our time.,Not Match,,"Of his own will begat he us with the word of truth, that we should be a kind of firstfruits of his creatures.","Of his own will he brought us forth by the word of truth, that we should be a kind of firstfruits of his creatures.","For of his own will hath he begotten us by the word of truth, that we might be some beginning of his creatures. ","According to his own will begat he us by the word of truth, that we should be a certain first-fruits of his creatures.","Of his own will he brought us forth by the word of truth, that we should be a kind of firstfruits of his creatures.","Of his own will he hath begotten us with the word of truth, that we should be a kind of first-fruits of his creatures.","Of his own will he brought us forth by the word of truth, that we should be a kind of first fruits of his creatures.","having counselled, He did beget us with a word of truth, for our being a certain first-fruit of His creatures.","Of his own will begat he us with the word of truth, that we should be a kind of first fruits of his creatures.",0.3638261356,0,1518291,Not Match,,"Of his own will begat he us with the word of truth, that we should be a kind of firstfruits of his creatures.","Of his own will he brought us forth by the word of truth, that we should be a kind of firstfruits of his creatures.","For of his own will hath he begotten us by the word of truth, that we might be some beginning of his creatures. ","According to his own will begat he us by the word of truth, that we should be a certain first-fruits of his creatures.","Of his own will he brought us forth by the word of truth, that we should be a kind of firstfruits of his creatures.","Of his own will he hath begotten us with the word of truth, that we should be a kind of first-fruits of his creatures.","Of his own will he brought us forth by the word of truth, that we should be a kind of first fruits of his creatures.","having counselled, He did beget us with a word of truth, for our being a certain first-fruit of His creatures.","Of his own will begat he us with the word of truth, that we should be a kind of first fruits of his creatures.",0.2875765247,0,0.5466310831036988,1.0,5,0,5,0.12666666666666668,0,0,0
85,1711678,171,2.0,0.1695886557,"``big stuff'' that benefits the President, like the .",Not Match,,In the beginning God created the heaven and the earth.,In the beginning God created the heavens and the earth.,"In the beginning God created heaven, and earth. ",In the beginning God created the heavens and the earth.,In the beginning God created the heaven and the earth.,In the beginning God created the heaven and the earth.,In the beginning God created the heavens and the earth.,In the beginning of God's preparing the heavens and the earth &#8212;,In the beginning God created the heaven and the earth.,0.2274831157,0,1711678,Not Match,,In the beginning God created the heaven and the earth.,In the beginning God created the heavens and the earth.,"In the beginning God created heaven, and earth. ",In the beginning God created the heavens and the earth.,In the beginning God created the heaven and the earth.,In the beginning God created the heaven and the earth.,In the beginning God created the heavens and the earth.,In the beginning of God's preparing the heavens and the earth &#8212;,In the beginning God created the heaven and the earth.,0.6796862253,0,0.0,1.0,0,0,0,0.12,0,0,0
86,160830,218,2.0,0.2349483436,We pray that he uses the awesome power of the United States with great deliberateness and with wisdom.,Not Match,,"Of his own will begat he us with the word of truth, that we should be a kind of firstfruits of his creatures.","Of his own will he brought us forth by the word of truth, that we should be a kind of firstfruits of his creatures.","For of his own will hath he begotten us by the word of truth, that we might be some beginning of his creatures. ","According to his own will begat he us by the word of truth, that we should be a certain first-fruits of his creatures.","Of his own will he brought us forth by the word of truth, that we should be a kind of firstfruits of his creatures.","Of his own will he hath begotten us with the word of truth, that we should be a kind of first-fruits of his creatures.","Of his own will he brought us forth by the word of truth, that we should be a kind of first fruits of his creatures.","having counselled, He did beget us with a word of truth, for our being a certain first-fruit of His creatures.","Of his own will begat he us with the word of truth, that we should be a kind of first fruits of his creatures.",0.3746963885,0,160830,Not Match,,"Of his own will begat he us with the word of truth, that we should be a kind of firstfruits of his creatures.","Of his own will he brought us forth by the word of truth, that we should be a kind of firstfruits of his creatures.","For of his own will hath he begotten us by the word of truth, that we might be some beginning of his creatures. ","According to his own will begat he us by the word of truth, that we should be a certain first-fruits of his creatures.","Of his own will he brought us forth by the word of truth, that we should be a kind of firstfruits of his creatures.","Of his own will he hath begotten us with the word of truth, that we should be a kind of first-fruits of his creatures.","Of his own will he brought us forth by the word of truth, that we should be a kind of first fruits of his creatures.","having counselled, He did beget us with a word of truth, for our being a certain first-fruit of His creatures.","Of his own will begat he us with the word of truth, that we should be a kind of first fruits of his creatures.",0.7787910188,0,0.4663907961838724,1.0,4,0,4,0.10666666666666667,0,0,0
87,2168564,295,2.0,0.4510836024,"In the Gospel of Matthew 5:4, we are told that God heals the brokenhearted and binds up their wounds.",Other Bible Verse,"lol, both our match and the speaker are wrong",The LORD is nigh unto them that are of a broken heart; and saveth such as be of a contrite spirit.,"Jehovah is nigh unto them that are of a broken heart, And saveth such as are of a contrite spirit.",The Lord is nigh unto them that are of a contrite heart: and he will save the humble of spirit.,"Jehovah is nigh to those that are of a broken heart, and saveth them that are of a contrite spirit.","The LORD is nigh unto them that are of a broken heart, and saveth such as be of a contrite spirit.",The LORD is nigh to them that are of a broken heart; and saveth such as are of a contrite spirit.,"Yahweh is near to those who have a broken heart, and saves those who have a crushed spirit.","Near is Jehovah to the broken of heart, And the bruised of spirit He saveth.",The LORD is near to them that are of a broken heart; and saves such as be of a contrite spirit.,0.4749872547,0,2168564,Other Bible Verse,,The LORD is nigh unto them that are of a broken heart; and saveth such as be of a contrite spirit.,"Jehovah is nigh unto them that are of a broken heart, And saveth such as are of a contrite spirit.",The Lord is nigh unto them that are of a contrite heart: and he will save the humble of spirit.,"Jehovah is nigh to those that are of a broken heart, and saveth them that are of a contrite spirit.","The LORD is nigh unto them that are of a broken heart, and saveth such as be of a contrite spirit.",The LORD is nigh to them that are of a broken heart; and saveth such as are of a contrite spirit.,"Yahweh is near to those who have a broken heart, and saves those who have a crushed spirit.","Near is Jehovah to the broken of heart, And the bruised of spirit He saveth.",The LORD is near to them that are of a broken heart; and saves such as be of a contrite spirit.,0.07370224814,0,0.7059746288172823,1.0,7,0,7,0.10666666666666667,0,0,0
88,660289,159,2.0,0.4786490763,"One of the first thing I learned when I became a member of the Georgia State legislature was when you are in a hole, quit digging.",Not Match,,Keep thy heart with all diligence; for out of it are the issues of life.,Keep thy heart with all diligence; For out of it are the issues of life.,"With all watchfulness keep thy heart, because life issueth out from it. ",Keep thy heart more than anything that is guarded; for out of it are the issues of life.,Keep thy heart with all diligence; for out of it are the issues of life.,Keep thy heart with all diligence; for out of it are the issues of life.,"Keep your heart with all diligence, for out of it is the wellspring of life.","Above every charge keep thy heart, For out of it are the outgoings of life.",Keep your heart with all diligence; for out of it are the issues of life.,0.2405264625,0,660289,Not Match,,Keep thy heart with all diligence; for out of it are the issues of life.,Keep thy heart with all diligence; For out of it are the issues of life.,"With all watchfulness keep thy heart, because life issueth out from it. ",Keep thy heart more than anything that is guarded; for out of it are the issues of life.,Keep thy heart with all diligence; for out of it are the issues of life.,Keep thy heart with all diligence; for out of it are the issues of life.,"Keep your heart with all diligence, for out of it is the wellspring of life.","Above every charge keep thy heart, For out of it are the outgoings of life.",Keep your heart with all diligence; for out of it are the issues of life.,0.3385359278,0,0.4047010689471737,1.0,4,0,4,0.10666666666666667,0,0,0
89,838068,63,2.0,0.4903895309,As Jesus said: No greater love is this than a man lay down his life for his friends.,Match,,"Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love than this no man hath, that a man lay down his life for his friends. ","No one has greater love than this, that one should lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love has no one than this, that someone lay down his life for his friends.","greater love than this hath no one, that any one his life may lay down for his friends;","Greater love has no man than this, that a man lay down his life for his friends.",0.3545285488,1,838068,Match,,"Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love than this no man hath, that a man lay down his life for his friends. ","No one has greater love than this, that one should lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love hath no man than this, that a man lay down his life for his friends.","Greater love has no one than this, that someone lay down his life for his friends.","greater love than this hath no one, that any one his life may lay down for his friends;","Greater love has no man than this, that a man lay down his life for his friends.",0.1047815413,1,0.8499092824507529,8.0,8,0,8,0.08666666666666667,1,1,0
90,2306143,176,2.0,0.6189914142,"And I rise understanding that tonight, I have a topic that is going to be of interest to many and provocative to some, but still I rise.",Not Match,,"And that, knowing the time, that now it is high time to awake out of sleep: for now is our salvation nearer than when we believed.","And this, knowing the season, that already it is time for you to awake out of sleep: for now is salvation nearer to us than when we first believed.",And that knowing the season; that it is now the hour for us to rise from sleep. For now our salvation is nearer than when we believed.,"This also, knowing the time, that it is already time that we should be aroused out of sleep; for now is our salvation nearer than when we believed.","And this, knowing the season, that now it is high time for you to awake out of sleep: for now is salvation nearer to us than when we first believed.","And this, knowing the time, that now it is high time to awake out of sleep: for now is our salvation nearer than when we believed.","Do this, knowing the time, that it is already time for you to awaken out of sleep, for salvation is now nearer to us than when we first believed.","And this, knowing the time, that for us, the hour already is to be aroused out of sleep, for now nearer is our salvation than when we did believe;","And that, knowing the time, that now it is high time to awake out of sleep: for now is our salvation nearer than when we believed.",0.6750994866,0,2306143,Not Match,,"And that, knowing the time, that now it is high time to awake out of sleep: for now is our salvation nearer than when we believed.","And this, knowing the season, that already it is time for you to awake out of sleep: for now is salvation nearer to us than when we first believed.",And that knowing the season; that it is now the hour for us to rise from sleep. For now our salvation is nearer than when we believed.,"This also, knowing the time, that it is already time that we should be aroused out of sleep; for now is our salvation nearer than when we believed.","And this, knowing the season, that now it is high time for you to awake out of sleep: for now is salvation nearer to us than when we first believed.","And this, knowing the time, that now it is high time to awake out of sleep: for now is our salvation nearer than when we believed.","Do this, knowing the time, that it is already time for you to awaken out of sleep, for salvation is now nearer to us than when we first believed.","And this, knowing the time, that for us, the hour already is to be aroused out of sleep, for now nearer is our salvation than when we did believe;","And that, knowing the time, that now it is high time to awake out of sleep: for now is our salvation nearer than when we believed.",0.08724781978,0,0.5003679871454159,1.0,5,0,5,0.12666666666666668,0,0,0
91,2220225,80,2.0,0.5752193513,"May their loved ones find abundant peace and confidence in Matthew 5:9, ``Blessed are the peacemakers, for they will be called the children of God.''",Match,,Blessed are the peacemakers: for they shall be called the children of God.,Blessed are the peacemakers: for they shall be called sons of God.,Blesses are the peacemakers: for they shall be called children of God.,"Blessed the peace-makers, for they shall be called sons of God.",Blessed are the peacemakers: for they shall be called sons of God.,Blessed are the peace-makers: for they shall be called children of God.,"Blessed are the peacemakers, for they shall be called children of God.",Happy the peacemakers &#8212; because they shall be called Sons of God.,Blessed are the peacemakers: for they shall be called the children of God.,0.5114913179,1,2220225,Match,,Blessed are the peacemakers: for they shall be called the children of God.,Blessed are the peacemakers: for they shall be called sons of God.,Blesses are the peacemakers: for they shall be called children of God.,"Blessed the peace-makers, for they shall be called sons of God.",Blessed are the peacemakers: for they shall be called sons of God.,Blessed are the peace-makers: for they shall be called children of God.,"Blessed are the peacemakers, for they shall be called children of God.",Happy the peacemakers &#8212; because they shall be called Sons of God.,Blessed are the peacemakers: for they shall be called the children of God.,0.3654568617,1,0.8025440696843755,7.0,8,0,8,0.08666666666666667,1,1,0
92,109236,236,2.0,0.964386282,This administration has done everything in its power to tie our national well-being to the crooks and tyrants throughout the world who would drag us down all in the name of creating a global economy.,Not Match,,"And whatsoever ye do in word or deed, do all in the name of the Lord Jesus, giving thanks to God and the Father by him.","And whatsoever ye do, in word or in deed, do all in the name of the Lord Jesus, giving thanks to God the Father through him.","All whatsoever you do in word or in work, do all in the name of the Lord Jesus Christ, giving thanks to God and the Father by him. ","And everything, whatever ye may do in word or in deed, do all things in the name of the Lord Jesus, giving thanks to God the Father by him.","And whatsoever ye do, in word or in deed, do all in the name of the Lord Jesus, giving thanks to God the Father through him.","And whatever ye do in word or deed, do all in the name of the Lord Jesus, giving thanks to God and the Father by him.","Whatever you do, in word or in deed, do all in the name of the Lord Jesus, giving thanks to God the Father, through him.","and all, whatever ye may do in word or in work, do all things in the name of the Lord Jesus &#8212; giving thanks to the God and Father, through him."," And whatever you do in word or deed, do all in the name of the Lord Jesus, giving thanks to God and the Father by him.",0.5385701939,0,109236,Not Match,,"And whatsoever ye do in word or deed, do all in the name of the Lord Jesus, giving thanks to God and the Father by him.","And whatsoever ye do, in word or in deed, do all in the name of the Lord Jesus, giving thanks to God the Father through him.","All whatsoever you do in word or in work, do all in the name of the Lord Jesus Christ, giving thanks to God and the Father by him. ","And everything, whatever ye may do in word or in deed, do all things in the name of the Lord Jesus, giving thanks to God the Father by him.","And whatsoever ye do, in word or in deed, do all in the name of the Lord Jesus, giving thanks to God the Father through him.","And whatever ye do in word or deed, do all in the name of the Lord Jesus, giving thanks to God and the Father by him.","Whatever you do, in word or in deed, do all in the name of the Lord Jesus, giving thanks to God the Father, through him.","and all, whatever ye may do in word or in work, do all things in the name of the Lord Jesus &#8212; giving thanks to the God and Father, through him."," And whatever you do in word or deed, do all in the name of the Lord Jesus, giving thanks to God and the Father by him.",0.7140631437,0,0.2318222536584043,3.0,2,0,2,0.14666666666666667,0,0,0
93,2163302,5,2.0,0.6706951694,"Lastly, might I say I believe that we will survive this together as a Nation and we will do this if we let constitutional principals guide us for Isaiah 40:31 says, ``They that wait upon the Lord shall renew their strength.",Match,,"But they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; and they shall walk, and not faint.","but they that wait for Jehovah shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; they shall walk, and not faint.","But they that hope in the Lord shall renew their strength, they shall take wings as eagles, they shall run and not be weary, they shall walk and not faint. ","but they that wait upon Jehovah shall renew their strength: they shall mount up with wings as eagles; they shall run, and not tire; they shall walk, and not faint.","but they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; they shall walk, and not faint.","But they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; they shall walk, and not faint.","But those who wait for Yahweh will renew their strength. They will mount up with wings like eagles. They will run, and not be weary. They will walk, and not faint.","But those expecting Jehovah pass to power, They raise up the pinion as eagles, They run and are not fatigued, They go on and do not faint!","But they that wait on the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; and they shall walk, and not faint.",0.0002966367202,1,2163302,Match,,"But they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; and they shall walk, and not faint.","but they that wait for Jehovah shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; they shall walk, and not faint.","But they that hope in the Lord shall renew their strength, they shall take wings as eagles, they shall run and not be weary, they shall walk and not faint. ","but they that wait upon Jehovah shall renew their strength: they shall mount up with wings as eagles; they shall run, and not tire; they shall walk, and not faint.","but they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; they shall walk, and not faint.","But they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; they shall walk, and not faint.","But those who wait for Yahweh will renew their strength. They will mount up with wings like eagles. They will run, and not be weary. They will walk, and not faint.","But those expecting Jehovah pass to power, They raise up the pinion as eagles, They run and are not fatigued, They go on and do not faint!","But they that wait on the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; and they shall walk, and not faint.",0.04817143356,1,0.4589145754936954,8.0,4,0,4,0.10666666666666667,1,1,0
94,1405778,279,2.0,0.843711044,We are grateful to God and to the families of Officers Gibson and Chestnut for allowing us in America to benefit from their service.,Not Match,,"We are bound to thank God always for you, brethren, as it is meet, because that your faith groweth exceedingly, and the charity of every one of you all toward each other aboundeth;","We are bound to give thanks to God always to you, brethren, even as it is meet, for that your faith growth exceedingly, and the love of each one of you all toward one another aboundeth;","We are bound to give thanks always to God for you, brethren, as it is fitting, because your faith groweth exceedingly, and the charity of every one of you towards each other, aboundeth: ","We ought to thank God always for you, brethren, even as it is meet, because your faith increases exceedingly, and the love of each one of you all towards one another abounds;","We are bound to give thanks to God alway for you, brethren, even as it is meet, for that your faith groweth exceedingly, and the love of each one of you all toward one another aboundeth;","We are bound to thank God always for you, brethren, as it is meet, because your faith groweth exceedingly, and the charity of every one of you all towards each other aboundeth;","We are bound to always give thanks to God for you, brothers, even as it is appropriate, because your faith grows exceedingly, and the love of each and every one of you towards one another abounds;","We ought to give thanks to God always for you, brethren, as it is meet, because increase greatly doth your faith, and abound doth the love of each one of you all, to one another;","We are bound to thank God always for you, brothers, as it is meet, because that your faith grows exceedingly, and the charity of every one of you all toward each other abounds;",0.2031651821,0,1405778,Not Match,,"We are bound to thank God always for you, brethren, as it is meet, because that your faith groweth exceedingly, and the charity of every one of you all toward each other aboundeth;","We are bound to give thanks to God always to you, brethren, even as it is meet, for that your faith growth exceedingly, and the love of each one of you all toward one another aboundeth;","We are bound to give thanks always to God for you, brethren, as it is fitting, because your faith groweth exceedingly, and the charity of every one of you towards each other, aboundeth: ","We ought to thank God always for you, brethren, even as it is meet, because your faith increases exceedingly, and the love of each one of you all towards one another abounds;","We are bound to give thanks to God alway for you, brethren, even as it is meet, for that your faith groweth exceedingly, and the love of each one of you all toward one another aboundeth;","We are bound to thank God always for you, brethren, as it is meet, because your faith groweth exceedingly, and the charity of every one of you all towards each other aboundeth;","We are bound to always give thanks to God for you, brothers, even as it is appropriate, because your faith grows exceedingly, and the love of each and every one of you towards one another abounds;","We ought to give thanks to God always for you, brethren, as it is meet, because increase greatly doth your faith, and abound doth the love of each one of you all, to one another;","We are bound to thank God always for you, brothers, as it is meet, because that your faith grows exceedingly, and the charity of every one of you all toward each other abounds;",0.4667659785,0,0.6213081429155896,1.0,6,0,6,0.1,0,0,0
95,413946,291,2.0,0.3449206862,"As tax loopholes are eliminated and the tax code is simplified, there will be far less opportunity for tax avoidance and fraud.",Not Match,,"And God shall wipe away all tears from their eyes; and there shall be no more death, neither sorrow, nor crying, neither shall there be any more pain: for the former things are passed away.","and he shall wipe away every tear from their eyes; and death shall be no more; neither shall there be mourning, nor crying, nor pain, any more: the first things are passed away.","And God shall wipe away all tears from their eyes: and death shall be no more, nor mourning, nor crying, nor sorrow shall be any more, for the former things are passed away. ","And he shall wipe away every tear from their eyes; and death shall not exist any more, nor grief, nor cry, nor distress shall exist any more, for the former things have passed away.","and he shall wipe away every tear from their eyes; and death shall be no more; neither shall there be mourning, nor crying, nor pain, any more: the first things are passed away.","And God will wipe away all tears from their eyes; and there shall be no more death, neither sorrow, nor crying, neither shall there be any more pain: for the former things have passed away.","He will wipe away from them every tear from their eyes. Death will be no more; neither will there be mourning, nor crying, nor pain, any more. The first things have passed away.|","and God shall wipe away every tear from their eyes, and the death shall not be any more, nor sorrow, nor crying, nor shall there be any more pain, because the first things did go away.'","And God shall wipe away all tears from their eyes; and there shall be no more death, neither sorrow, nor crying, neither shall there be any more pain: for the former things are passed away.",0.0373888855,0,413946,Not Match,,"And God shall wipe away all tears from their eyes; and there shall be no more death, neither sorrow, nor crying, neither shall there be any more pain: for the former things are passed away.","and he shall wipe away every tear from their eyes; and death shall be no more; neither shall there be mourning, nor crying, nor pain, any more: the first things are passed away.","And God shall wipe away all tears from their eyes: and death shall be no more, nor mourning, nor crying, nor sorrow shall be any more, for the former things are passed away. ","And he shall wipe away every tear from their eyes; and death shall not exist any more, nor grief, nor cry, nor distress shall exist any more, for the former things have passed away.","and he shall wipe away every tear from their eyes; and death shall be no more; neither shall there be mourning, nor crying, nor pain, any more: the first things are passed away.","And God will wipe away all tears from their eyes; and there shall be no more death, neither sorrow, nor crying, neither shall there be any more pain: for the former things have passed away.","He will wipe away from them every tear from their eyes. Death will be no more; neither will there be mourning, nor crying, nor pain, any more. The first things have passed away.|","and God shall wipe away every tear from their eyes, and the death shall not be any more, nor sorrow, nor crying, nor shall there be any more pain, because the first things did go away.'","And God shall wipe away all tears from their eyes; and there shall be no more death, neither sorrow, nor crying, neither shall there be any more pain: for the former things are passed away.",0.4308402519,0,0.1889698529562024,1.0,1,0,1,0.08,0,0,0
96,1303848,289,2.0,0.262684295,"But we love him, and let me tell you why.",Not Match,,"We love him, because he first loved us.","We love, because he first loved us.","Let us therefore love God, because God first hath loved us. ",We love because he has first loved us.,"We love, because he first loved us.","We love him, because he first loved us.","We love him, because he first loved us.","we &#8212; we love him, because He &#8212; He first loved us;","We love him, because he first loved us.",0.283806527,0,1303848,Not Match,,"We love him, because he first loved us.","We love, because he first loved us.","Let us therefore love God, because God first hath loved us. ",We love because he has first loved us.,"We love, because he first loved us.","We love him, because he first loved us.","We love him, because he first loved us.","we &#8212; we love him, because He &#8212; He first loved us;","We love him, because he first loved us.",0.7203598527,0,0.7015757883908759,2.0,7,0,7,0.10666666666666667,0,0,0
97,653565,245,2.0,0.6231122926,"That language pertaining to the fact that you cannot introduce in the compensatory damages part of a trial, the conduct of a defendant who is willful or conscious and flagrantly indifferent, but who could come under the punitive damage portion of a trial, prohibits such evidence from being introduced in the trial in chief.",Not Match,,"That the trial of your faith, being much more precious than of gold that perisheth, though it be tried with fire, might be found unto praise and honour and glory at the appearing of Jesus Christ:","that the proof of your faith, being more precious than gold that perisheth though it is proved by fire, may be found unto praise and glory and honor at the revelation of Jesus Christ:",That the trial of your faith (much more precious than gold which is tried by the fire) may be found unto praise and glory and honour at the appearing of Jesus Christ:,"that the proving of your faith, much more precious than of gold which perishes, though it be proved by fire, be found to praise and glory and honour in the revelation of Jesus Christ:","that the proof of your faith, being more precious than gold that perisheth though it is proved by fire, might be found unto praise and glory and honour at the revelation of Jesus Christ:","That the trial of your faith, being much more precious than of gold that perisheth, though tried with fire, might be found to praise, and honor, and glory, at the appearing of Jesus Christ:","that the proof of your faith, which is more precious than gold that perishes even though it is tested by fire, may be found to result in praise, glory, and honor at the revelation of Jesus Christ&#8212;","that the proof of your faith &#8212; much more precious than of gold that is perishing, and through fire being approved &#8212; may be found to praise, and honour, and glory, in the revelation of Jesus Christ,","That the trial of your faith, being much more precious than of gold that perishes, though it be tried with fire, might be found to praise and honor and glory at the appearing of Jesus Christ:",0.3690787215,0,653565,Not Match,,"That the trial of your faith, being much more precious than of gold that perisheth, though it be tried with fire, might be found unto praise and honour and glory at the appearing of Jesus Christ:","that the proof of your faith, being more precious than gold that perisheth though it is proved by fire, may be found unto praise and glory and honor at the revelation of Jesus Christ:",That the trial of your faith (much more precious than gold which is tried by the fire) may be found unto praise and glory and honour at the appearing of Jesus Christ:,"that the proving of your faith, much more precious than of gold which perishes, though it be proved by fire, be found to praise and glory and honour in the revelation of Jesus Christ:","that the proof of your faith, being more precious than gold that perisheth though it is proved by fire, might be found unto praise and glory and honour at the revelation of Jesus Christ:","That the trial of your faith, being much more precious than of gold that perisheth, though tried with fire, might be found to praise, and honor, and glory, at the appearing of Jesus Christ:","that the proof of your faith, which is more precious than gold that perishes even though it is tested by fire, may be found to result in praise, glory, and honor at the revelation of Jesus Christ&#8212;","that the proof of your faith &#8212; much more precious than of gold that is perishing, and through fire being approved &#8212; may be found to praise, and honour, and glory, in the revelation of Jesus Christ,","That the trial of your faith, being much more precious than of gold that perishes, though it be tried with fire, might be found to praise and honor and glory at the appearing of Jesus Christ:",0.8971675701,0,0.3214811673953062,1.0,3,0,3,0.08666666666666667,0,0,0
98,347095,74,2.0,0.7626675315,"In the Gospel according to John, Jesus says, ``Peace I leave with you; My peace I give to you; not as the world gives do I give to you.",Match,,"Peace I leave with you, my peace I give unto you: not as the world giveth, give I unto you. Let not your heart be troubled, neither let it be afraid.","Peace I leave with you; my peace I give unto you: not as the world giveth, give I unto you. Let not your heart be troubled, neither let it be fearful.","Peace I leave with you, my peace I give unto you: not as the world giveth, do I give unto you. Let not your heart be troubled, nor let it be afraid. ","I leave peace with you; I give my peace to you: not as the world gives do I give to you. Let not your heart be troubled, neither let it fear.","Peace I leave with you; my peace I give unto you: not as the world giveth, give I unto you. Let not your heart be troubled, neither let it be fearful.","Peace I leave with you, my peace I give to you: not as the world giveth, give I to you. Let not your heart be troubled, neither let it be afraid.","Peace I leave with you. My peace I give to you; not as the world gives, give I to you. Don't let your heart be troubled, neither let it be fearful.","Peace I leave to you; my peace I give to you, not according as the world doth give do I give to you; let not your heart be troubled, nor let it be afraid;","Peace I leave with you, my peace I give to you: not as the world gives, give I to you. Let not your heart be troubled, neither let it be afraid.",0.8047307201,1,347095,Match,,"Peace I leave with you, my peace I give unto you: not as the world giveth, give I unto you. Let not your heart be troubled, neither let it be afraid.","Peace I leave with you; my peace I give unto you: not as the world giveth, give I unto you. Let not your heart be troubled, neither let it be fearful.","Peace I leave with you, my peace I give unto you: not as the world giveth, do I give unto you. Let not your heart be troubled, nor let it be afraid. ","I leave peace with you; I give my peace to you: not as the world gives do I give to you. Let not your heart be troubled, neither let it fear.","Peace I leave with you; my peace I give unto you: not as the world giveth, give I unto you. Let not your heart be troubled, neither let it be fearful.","Peace I leave with you, my peace I give to you: not as the world giveth, give I to you. Let not your heart be troubled, neither let it be afraid.","Peace I leave with you. My peace I give to you; not as the world gives, give I to you. Don't let your heart be troubled, neither let it be fearful.","Peace I leave to you; my peace I give to you, not according as the world doth give do I give to you; let not your heart be troubled, nor let it be afraid;","Peace I leave with you, my peace I give to you: not as the world gives, give I to you. Let not your heart be troubled, neither let it be afraid.",0.3491475343,1,0.7661766502822841,7.0,7,0,7,0.10666666666666667,1,1,0
