,verse,count,proportion
5352,psalm 69:9,16,4.900654543672489e-05
5357,luke 5:20,16,4.900654543672489e-05
12730,matthew 18:21,16,4.900654543672489e-05
7968,acts 16:9,16,4.900654543672489e-05
2461,revelation 6:30,16,4.900654543672489e-05
3727,acts 17:32,16,4.900654543672489e-05
3658,acts 16:10,16,4.900654543672489e-05
3388,1 corinthians 1:1,16,4.900654543672489e-05
7981,1 corinthians 15:50,16,4.900654543672489e-05
10425,genesis 22:1,16,4.900654543672489e-05
1308,luke 15:12,16,4.900654543672489e-05
1585,hebrews 11:30,16,4.900654543672489e-05
7598,luke 2:32,16,4.900654543672489e-05
4104,psalm 119:67,16,4.900654543672489e-05
2331,mark 9:7,16,4.900654543672489e-05
5332,genesis 41:46,16,4.900654543672489e-05
1912,revelation 2:2,16,4.900654543672489e-05
5340,acts 8:5,16,4.900654543672489e-05
5328,luke 1:79,16,4.900654543672489e-05
13325,matthew 12:25,16,4.900654543672489e-05
11115,mark 1:38,16,4.900654543672489e-05
8357,john 4:26,16,4.900654543672489e-05
5360,1 timothy 2:3,16,4.900654543672489e-05
8316,luke 10:35,16,4.900654543672489e-05
9978,mark 1:13,16,4.900654543672489e-05
4025,mark 11:17,16,4.900654543672489e-05
6325,genesis 14:18,16,4.900654543672489e-05
3156,psalm 50:14,16,4.900654543672489e-05
1838,psalm 121:1,16,4.900654543672489e-05
6282,1 chronicles 28:20,16,4.900654543672489e-05
8553,exodus 4:13,16,4.900654543672489e-05
4172,luke 5:32,16,4.900654543672489e-05
8483,2 thessalonians 2:16,16,4.900654543672489e-05
8467,psalm 5:12,16,4.900654543672489e-05
1534,1 corinthians 5:10,16,4.900654543672489e-05
6407,matthew 25:35,16,4.900654543672489e-05
4244,luke 24:52,16,4.900654543672489e-05
9647,exodus 3:13,16,4.900654543672489e-05
5167,titus 2:1,16,4.900654543672489e-05
9581,psalm 126:5,16,4.900654543672489e-05
3024,matthew 19:17,16,4.900654543672489e-05
7229,judges 6:11,16,4.900654543672489e-05
9658,acts 7:58,16,4.900654543672489e-05
9648,exodus 4:1,16,4.900654543672489e-05
6444,romans 6:7,16,4.900654543672489e-05
6446,1 thessalonians 2:15,16,4.900654543672489e-05
3009,1 john 2:22,16,4.900654543672489e-05
9918,acts 5:11,16,4.900654543672489e-05
1874,proverbs 13:22,16,4.900654543672489e-05
958,john 8:42,16,4.900654543672489e-05
2311,colossians 3:24,16,4.900654543672489e-05
3988,isaiah 44:2,16,4.900654543672489e-05
5531,matthew 5:19,16,4.900654543672489e-05
5472,1 chronicles 12:32,16,4.900654543672489e-05
3201,proverbs 11:3,16,4.900654543672489e-05
7483,isaiah 2:4,16,4.900654543672489e-05
11057,luke 23:47,16,4.900654543672489e-05
6283,1 timothy 6:16,16,4.900654543672489e-05
4013,matthew 13:31,16,4.900654543672489e-05
5708,titus 2:3,16,4.900654543672489e-05
3770,exodus 20:11,16,4.900654543672489e-05
5833,proverbs 16:7,16,4.900654543672489e-05
5853,philippians 4:1,16,4.900654543672489e-05
5832,matthew 14:31,16,4.900654543672489e-05
526,matthew 10:38,16,4.900654543672489e-05
3586,psalm 145:9,16,4.900654543672489e-05
902,galatians 6:5,16,4.900654543672489e-05
7640,romans 2:1,16,4.900654543672489e-05
7639,luke 24:34,16,4.900654543672489e-05
7936,exodus 4:2,16,4.900654543672489e-05
9584,proverbs 29:17,16,4.900654543672489e-05
8603,mark 1:21,16,4.900654543672489e-05
3308,1 corinthians 10:10,16,4.900654543672489e-05
3326,psalm 95:1,16,4.900654543672489e-05
3330,psalm 95:7,16,4.900654543672489e-05
10840,matthew 24:6,16,4.900654543672489e-05
1166,jonah 4:1,16,4.900654543672489e-05
8046,1 corinthians 1:11,16,4.900654543672489e-05
6112,proverbs 1:8,16,4.900654543672489e-05
1236,matthew 22:29,16,4.900654543672489e-05
7571,revelation 12:17,16,4.900654543672489e-05
10092,psalm 37:11,16,4.900654543672489e-05
10105,acts 15:1,16,4.900654543672489e-05
3232,acts 26:14,16,4.900654543672489e-05
2971,deuteronomy 4:9,16,4.900654543672489e-05
2975,psalm 106:15,16,4.900654543672489e-05
8762,matthew 21:43,16,4.900654543672489e-05
7121,1 thessalonians 3:16,16,4.900654543672489e-05
7165,matthew 1:25,16,4.900654543672489e-05
2927,1 peter 4:1,16,4.900654543672489e-05
369,1 thessalonians 2:18,16,4.900654543672489e-05
9563,1 corinthians 1:20,16,4.900654543672489e-05
2992,john 10:12,16,4.900654543672489e-05
2663,luke 5:4,16,4.900654543672489e-05
5115,mark 1:7,16,4.900654543672489e-05
11289,titus 3:14,16,4.900654543672489e-05
11285,1 john 5:5,16,4.900654543672489e-05
5039,2 samuel 7:16,16,4.900654543672489e-05
1964,matthew 10:4,16,4.900654543672489e-05
2229,isaiah 40:1,16,4.900654543672489e-05
11036,matthew 16:22,16,4.900654543672489e-05
10069,matthew 14:22,16,4.900654543672489e-05
2386,acts 11:23,16,4.900654543672489e-05
1778,exodus 33:14,16,4.900654543672489e-05
5584,isaiah 48:22,16,4.900654543672489e-05
8211,acts 15:11,16,4.900654543672489e-05
1807,1 corinthians 6:13,16,4.900654543672489e-05
2564,zephaniah 6:16,16,4.900654543672489e-05
7512,matthew 27:32,16,4.900654543672489e-05
8218,ephesians 5:3,16,4.900654543672489e-05
8220,luke 15:1,16,4.900654543672489e-05
6224,leviticus 24:20,16,4.900654543672489e-05
3290,matthew 3:4,16,4.900654543672489e-05
10259,1 kings 8:56,16,4.900654543672489e-05
12021,isaiah 35:10,16,4.900654543672489e-05
2381,malachi 3:16,16,4.900654543672489e-05
6017,numbers 30:2,16,4.900654543672489e-05
5877,proverbs 14:17,16,4.900654543672489e-05
12968,hebrews 12:4,16,4.900654543672489e-05
163,john 13:18,16,4.900654543672489e-05
164,luke 12:40,16,4.900654543672489e-05
165,acts 7:38,16,4.900654543672489e-05
3606,psalm 8:5,16,4.900654543672489e-05
3635,zephaniah 1:6,16,4.900654543672489e-05
3622,acts 13:38,16,4.900654543672489e-05
9488,luke 12:31,16,4.900654543672489e-05
5082,genesis 2:2,16,4.900654543672489e-05
5084,luke 2:38,16,4.900654543672489e-05
2261,proverbs 13:4,16,4.900654543672489e-05
4368,galatians 3:1,16,4.900654543672489e-05
5025,matthew 16:14,16,4.900654543672489e-05
9290,john 17:14,16,4.900654543672489e-05
4410,genesis 37:4,16,4.900654543672489e-05
4414,proverbs 6:23,16,4.900654543672489e-05
4390,acts 24:15,16,4.900654543672489e-05
7073,luke 7:39,16,4.900654543672489e-05
8795,2 peter 1:9,16,4.900654543672489e-05
11914,matthew 24:29,16,4.900654543672489e-05
5863,revelation 3:18,16,4.900654543672489e-05
7892,acts 17:21,16,4.900654543672489e-05
968,luke 12:12,16,4.900654543672489e-05
2694,1 thessalonians 3:7,16,4.900654543672489e-05
7059,matthew 7:20,16,4.900654543672489e-05
4505,psalm 4:8,16,4.900654543672489e-05
4909,2 thessalonians 2:15,16,4.900654543672489e-05
4485,philippians 2:17,16,4.900654543672489e-05
5682,psalm 1:6,16,4.900654543672489e-05
1330,romans 13:9,16,4.900654543672489e-05
1312,luke 18:17,16,4.900654543672489e-05
6917,1 thessalonians 2:8,16,4.900654543672489e-05
9102,john 7:39,16,4.900654543672489e-05
5973,genesis 13:10,16,4.900654543672489e-05
11534,psalm 141:2,16,4.900654543672489e-05
9170,genesis 39:9,16,4.900654543672489e-05
586,romans 16:3,16,4.900654543672489e-05
2504,acts 9:2,16,4.900654543672489e-05
10623,1 thessalonians 2:24,16,4.900654543672489e-05
995,mark 15:43,16,4.900654543672489e-05
4592,luke 6:16,16,4.900654543672489e-05
8932,1 corinthians 4:20,16,4.900654543672489e-05
8945,psalm 51:2,16,4.900654543672489e-05
828,3 john 1:2,16,4.900654543672489e-05
1081,luke 15:11,16,4.900654543672489e-05
1360,1 corinthians 2:13,15,4.594363634692959e-05
4712,zephaniah 4:22,15,4.594363634692959e-05
11931,mark 9:44,15,4.594363634692959e-05
5906,romans 1:15,15,4.594363634692959e-05
7848,2 thessalonians 2:7,15,4.594363634692959e-05
599,john 19:10,15,4.594363634692959e-05
587,romans 16:5,15,4.594363634692959e-05
581,acts 18:2,15,4.594363634692959e-05
178,mark 10:14,15,4.594363634692959e-05
7838,exodus 19:18,15,4.594363634692959e-05
3525,genesis 22:12,15,4.594363634692959e-05
6812,titus 2:7,15,4.594363634692959e-05
12447,psalm 19:10,15,4.594363634692959e-05
9082,luke 4:27,15,4.594363634692959e-05
2098,acts 26:19,15,4.594363634692959e-05
6698,amos 8:9,15,4.594363634692959e-05
1437,luke 8:25,15,4.594363634692959e-05
5569,philippians 1:3,15,4.594363634692959e-05
1791,luke 1:33,15,4.594363634692959e-05
3811,psalm 91:2,15,4.594363634692959e-05
5601,luke 2:17,15,4.594363634692959e-05
3864,acts 3:14,15,4.594363634692959e-05
6159,1 timothy 1:2,15,4.594363634692959e-05
6149,2 timothy 2:5,15,4.594363634692959e-05
6205,psalm 18:30,15,4.594363634692959e-05
10247,mark 1:14,15,4.594363634692959e-05
1265,romans 14:9,15,4.594363634692959e-05
1258,psalm 22:15,15,4.594363634692959e-05
2560,1 samuel 7:12,15,4.594363634692959e-05
5540,2 thessalonians 1:10,15,4.594363634692959e-05
3853,matthew 2:23,15,4.594363634692959e-05
3854,matthew 9:15,15,4.594363634692959e-05
3875,genesis 41:38,15,4.594363634692959e-05
3842,daniel 9:25,15,4.594363634692959e-05
3846,malachi 3:3,15,4.594363634692959e-05
3898,1 john 5:6,15,4.594363634692959e-05
5577,james 2:16,15,4.594363634692959e-05
10061,luke 1:68,15,4.594363634692959e-05
2349,1 corinthians 3:19,15,4.594363634692959e-05
3966,matthew 19:4,15,4.594363634692959e-05
5514,matthew 18:35,15,4.594363634692959e-05
5505,2 timothy 1:2,15,4.594363634692959e-05
7491,2 john 1:9,15,4.594363634692959e-05
7488,1 corinthians 15:23,15,4.594363634692959e-05
3262,james 3:11,15,4.594363634692959e-05
193,psalm 121:4,15,4.594363634692959e-05
2356,matthew 26:36,15,4.594363634692959e-05
10347,psalm 32:11,15,4.594363634692959e-05
5706,romans 1:29,15,4.594363634692959e-05
8032,2 timothy 2:25,15,4.594363634692959e-05
1273,luke 13:24,15,4.594363634692959e-05
7554,mark 15:38,15,4.594363634692959e-05
1182,matthew 18:11,15,4.594363634692959e-05
5714,john 16:32,15,4.594363634692959e-05
5696,john 1:21,15,4.594363634692959e-05
3991,john 3:27,15,4.594363634692959e-05
5453,revelation 20:11,15,4.594363634692959e-05
6252,deuteronomy 8:2,15,4.594363634692959e-05
6240,exodus 40:34,15,4.594363634692959e-05
11049,mark 2:1,15,4.594363634692959e-05
6289,philippians 1:20,15,4.594363634692959e-05
3213,luke 15:28,15,4.594363634692959e-05
5485,isaiah 42:3,15,4.594363634692959e-05
12823,mark 9:41,15,4.594363634692959e-05
5486,luke 9:35,15,4.594363634692959e-05
1150,proverbs 3:12,15,4.594363634692959e-05
2642,revelation 3:2,15,4.594363634692959e-05
6305,zephaniah 3:8,15,4.594363634692959e-05
7365,proverbs 10:9,15,4.594363634692959e-05
3195,1 samuel 3:10,15,4.594363634692959e-05
8305,proverbs 20:9,15,4.594363634692959e-05
8353,isaiah 55:10,15,4.594363634692959e-05
12766,psalm 32:1,15,4.594363634692959e-05
649,zephaniah 2:9,15,4.594363634692959e-05
7328,mark 3:29,15,4.594363634692959e-05
6340,luke 15:4,15,4.594363634692959e-05
2597,matthew 6:27,15,4.594363634692959e-05
5385,1 john 2:29,15,4.594363634692959e-05
11161,revelation 15:3,15,4.594363634692959e-05
3102,isaiah 41:8,15,4.594363634692959e-05
3133,matthew 14:27,15,4.594363634692959e-05
7311,john 6:14,15,4.594363634692959e-05
4139,zephaniah 4:27,15,4.594363634692959e-05
5744,numbers 14:18,15,4.594363634692959e-05
10830,mark 1:27,15,4.594363634692959e-05
490,hebrews 11:17,15,4.594363634692959e-05
7975,luke 21:27,15,4.594363634692959e-05
3694,luke 4:40,15,4.594363634692959e-05
953,revelation 19:13,15,4.594363634692959e-05
7952,ezekiel 3:18,15,4.594363634692959e-05
4232,jonah 3:1,15,4.594363634692959e-05
11753,romans 7:22,15,4.594363634692959e-05
685,revelation 13:1,15,4.594363634692959e-05
1487,1 corinthians 15:25,15,4.594363634692959e-05
5229,luke 18:10,15,4.594363634692959e-05
5233,acts 13:3,15,4.594363634692959e-05
15785,psalm 145:18,15,4.594363634692959e-05
442,hosea 3:1,15,4.594363634692959e-05
397,1 thessalonians 4:4,15,4.594363634692959e-05
2317,luke 12:13,15,4.594363634692959e-05
1107,john 1:36,15,4.594363634692959e-05
1097,1 corinthians 12:4,15,4.594363634692959e-05
1921,mark 6:11,15,4.594363634692959e-05
8569,mark 15:32,15,4.594363634692959e-05
1146,1 chronicles 29:17,15,4.594363634692959e-05
12185,daniel 6:22,15,4.594363634692959e-05
7282,john 1:34,15,4.594363634692959e-05
6436,matthew 27:26,15,4.594363634692959e-05
766,luke 2:41,15,4.594363634692959e-05
6491,daniel 7:25,15,4.594363634692959e-05
11212,micah 7:8,15,4.594363634692959e-05
4333,psalm 103:11,15,4.594363634692959e-05
7205,matthew 19:30,15,4.594363634692959e-05
11655,luke 3:3,15,4.594363634692959e-05
2718,mark 16:18,15,4.594363634692959e-05
6549,luke 24:36,15,4.594363634692959e-05
3035,psalm 112:1,15,4.594363634692959e-05
4279,acts 21:9,15,4.594363634692959e-05
4316,john 2:23,15,4.594363634692959e-05
5155,genesis 12:5,15,4.594363634692959e-05
7642,isaiah 46:9,15,4.594363634692959e-05
1621,james 2:24,15,4.594363634692959e-05
11969,romans 10:2,15,4.594363634692959e-05
5852,luke 15:24,15,4.594363634692959e-05
13057,romans 1:13,15,4.594363634692959e-05
5069,matthew 27:18,15,4.594363634692959e-05
9505,lamentations 3:40,15,4.594363634692959e-05
5112,genesis 41:16,15,4.594363634692959e-05
4379,psalm 105:4,15,4.594363634692959e-05
1296,2 corinthians 1:11,15,4.594363634692959e-05
2950,john 12:49,15,4.594363634692959e-05
11260,john 12:28,15,4.594363634692959e-05
3004,hebrews 12:23,15,4.594363634692959e-05
4337,proverbs 14:26,15,4.594363634692959e-05
4296,1 corinthians 10:20,15,4.594363634692959e-05
5092,romans 9:20,15,4.594363634692959e-05
4325,hebrews 9:24,15,4.594363634692959e-05
13678,acts 8:17,15,4.594363634692959e-05
2915,luke 22:27,15,4.594363634692959e-05
2938,proverbs 4:18,15,4.594363634692959e-05
12636,matthew 28:2,15,4.594363634692959e-05
2258,mark 13:33,15,4.594363634692959e-05
5043,luke 2:46,15,4.594363634692959e-05
5034,1 corinthians 1:24,15,4.594363634692959e-05
4355,1 thessalonians 4:8,15,4.594363634692959e-05
8726,revelation 21:21,15,4.594363634692959e-05
162,john 9:16,15,4.594363634692959e-05
10724,genesis 39:21,15,4.594363634692959e-05
10731,1 samuel 10:25,15,4.594363634692959e-05
6019,hosea 14:9,15,4.594363634692959e-05
5871,1 john 2:8,15,4.594363634692959e-05
4431,1 peter 3:3,15,4.594363634692959e-05
4967,ecclesiastes 9:11,15,4.594363634692959e-05
6613,ezra 3:11,15,4.594363634692959e-05
11622,jeremiah 23:24,15,4.594363634692959e-05
831,2 chronicles 26:5,15,4.594363634692959e-05
4392,jeremiah 8:20,15,4.594363634692959e-05
1992,mark 8:29,15,4.594363634692959e-05
2044,1 peter 5:1,15,4.594363634692959e-05
2188,matthew 19:19,15,4.594363634692959e-05
4953,habakkuk 2:14,15,4.594363634692959e-05
9312,1 corinthians 14:26,15,4.594363634692959e-05
2850,luke 10:7,15,4.594363634692959e-05
11441,1 thessalonians 5:13,15,4.594363634692959e-05
11355,james 2:22,15,4.594363634692959e-05
748,1 john 2:4,15,4.594363634692959e-05
12535,matthew 21:1,15,4.594363634692959e-05
9352,luke 24:6,15,4.594363634692959e-05
9355,matthew 26:15,15,4.594363634692959e-05
4969,matthew 6:4,15,4.594363634692959e-05
4427,acts 18:5,15,4.594363634692959e-05
2171,psalm 62:8,15,4.594363634692959e-05
9225,nahum 1:3,15,4.594363634692959e-05
4887,luke 9:57,15,4.594363634692959e-05
4551,1 kings 11:4,15,4.594363634692959e-05
16417,mark 2:2,15,4.594363634692959e-05
4925,psalm 107:20,15,4.594363634692959e-05
3558,psalm 39:4,15,4.594363634692959e-05
15163,john 20:23,15,4.594363634692959e-05
5934,matthew 19:5,15,4.594363634692959e-05
5924,james 5:3,15,4.594363634692959e-05
3509,ephesians 1:14,15,4.594363634692959e-05
6943,mark 9:38,15,4.594363634692959e-05
6862,1 kings 18:38,15,4.594363634692959e-05
6790,genesis 13:18,15,4.594363634692959e-05
4761,proverbs 13:1,15,4.594363634692959e-05
4640,matthew 11:25,15,4.594363634692959e-05
8976,romans 3:2,15,4.594363634692959e-05
2105,john 2:25,15,4.594363634692959e-05
3497,zephaniah 2:12,15,4.594363634692959e-05
7778,revelation 14:10,15,4.594363634692959e-05
5977,john 13:10,15,4.594363634692959e-05
3489,ephesians 1:20,15,4.594363634692959e-05
3521,1 corinthians 15:31,15,4.594363634692959e-05
1242,1 corinthians 6:10,14,4.288072725713428e-05
11583,acts 14:19,14,4.288072725713428e-05
3473,1 john 5:11,14,4.288072725713428e-05
6779,genesis 13:2,14,4.288072725713428e-05
5983,proverbs 27:5,14,4.288072725713428e-05
2555,galatians 1:19,14,4.288072725713428e-05
8968,2 peter 3:17,14,4.288072725713428e-05
4722,zephaniah 3:14,14,4.288072725713428e-05
6656,psalm 11:3,14,4.288072725713428e-05
4666,1 corinthians 7:39,14,4.288072725713428e-05
4672,john 1:2,14,4.288072725713428e-05
9093,1 corinthians 2:4,14,4.288072725713428e-05
6709,proverbs 15:28,14,4.288072725713428e-05
2097,isaiah 50:7,14,4.288072725713428e-05
2811,proverbs 21:9,14,4.288072725713428e-05
6854,genesis 1:11,14,4.288072725713428e-05
2763,revelation 22:4,14,4.288072725713428e-05
6720,1 corinthians 15:51,14,4.288072725713428e-05
2164,mark 12:29,14,4.288072725713428e-05
1897,acts 1:24,14,4.288072725713428e-05
1138,1 thessalonians 3:9,14,4.288072725713428e-05
3999,jeremiah 6:14,14,4.288072725713428e-05
10027,exodus 33:19,14,4.288072725713428e-05
10049,acts 5:12,14,4.288072725713428e-05
3504,john 11:3,14,4.288072725713428e-05
5961,isaiah 6:7,14,4.288072725713428e-05
3531,exodus 20:20,14,4.288072725713428e-05
10648,luke 24:10,14,4.288072725713428e-05
3550,leviticus 19:32,14,4.288072725713428e-05
3540,proverbs 15:13,14,4.288072725713428e-05
9219,acts 2:31,14,4.288072725713428e-05
4603,isaiah 40:29,14,4.288072725713428e-05
4837,1 samuel 2:2,14,4.288072725713428e-05
4889,daniel 3:25,14,4.288072725713428e-05
8938,luke 4:38,14,4.288072725713428e-05
9283,matthew 13:30,14,4.288072725713428e-05
9848,matthew 18:16,14,4.288072725713428e-05
7465,genesis 7:1,14,4.288072725713428e-05
7485,luke 17:20,14,4.288072725713428e-05
3227,2 peter 2:2,14,4.288072725713428e-05
3231,acts 9:9,14,4.288072725713428e-05
11068,psalm 24:8,14,4.288072725713428e-05
5914,psalm 119:25,14,4.288072725713428e-05
5919,isaiah 45:22,14,4.288072725713428e-05
1669,ruth 1:14,14,4.288072725713428e-05
2506,james 4:9,14,4.288072725713428e-05
2553,psalm 31:15,14,4.288072725713428e-05
565,mark 1:20,14,4.288072725713428e-05
5894,job 2:6,14,4.288072725713428e-05
3435,psalm 24:7,14,4.288072725713428e-05
10721,1 corinthians 2:7,14,4.288072725713428e-05
10756,luke 24:26,14,4.288072725713428e-05
7657,deuteronomy 4:31,14,4.288072725713428e-05
10601,acts 15:28,14,4.288072725713428e-05
956,luke 10:1,14,4.288072725713428e-05
15199,psalm 41:1,14,4.288072725713428e-05
5949,1 peter 3:17,14,4.288072725713428e-05
3513,ephesians 1:10,14,4.288072725713428e-05
3962,acts 3:21,14,4.288072725713428e-05
10077,daniel 4:35,14,4.288072725713428e-05
10065,luke 1:80,14,4.288072725713428e-05
6211,matthew 18:4,14,4.288072725713428e-05
14949,nehemiah 9:17,14,4.288072725713428e-05
696,acts 15:14,14,4.288072725713428e-05
5346,matthew 19:8,14,4.288072725713428e-05
2604,john 6:46,14,4.288072725713428e-05
2596,luke 3:14,14,4.288072725713428e-05
9843,exodus 12:14,14,4.288072725713428e-05
204,zephaniah 5:8,14,4.288072725713428e-05
5511,2 corinthians 8:12,14,4.288072725713428e-05
10118,1 corinthians 4:12,14,4.288072725713428e-05
1760,ephesians 1:2,14,4.288072725713428e-05
7346,esther 2:7,14,4.288072725713428e-05
4904,ephesians 2:7,14,4.288072725713428e-05
265,1 corinthians 12:25,14,4.288072725713428e-05
14292,ezekiel 33:31,14,4.288072725713428e-05
4910,1 corinthians 14:40,14,4.288072725713428e-05
2906,romans 9:15,14,4.288072725713428e-05
2693,acts 12:24,14,4.288072725713428e-05
2703,john 20:2,14,4.288072725713428e-05
11406,titus 2:9,14,4.288072725713428e-05
7063,genesis 19:14,14,4.288072725713428e-05
2690,acts 12:25,14,4.288072725713428e-05
12528,2 thessalonians 2:1,14,4.288072725713428e-05
1672,exodus 6:6,14,4.288072725713428e-05
1652,isaiah 40:12,14,4.288072725713428e-05
632,1 john 4:14,14,4.288072725713428e-05
5294,mark 5:34,14,4.288072725713428e-05
14543,luke 9:24,14,4.288072725713428e-05
6376,mark 2:10,14,4.288072725713428e-05
6426,proverbs 15:29,14,4.288072725713428e-05
436,isaiah 42:6,14,4.288072725713428e-05
5314,proverbs 26:20,14,4.288072725713428e-05
1894,proverbs 31:28,14,4.288072725713428e-05
9801,acts 16:6,14,4.288072725713428e-05
13778,2 thessalonians 2:2,14,4.288072725713428e-05
6230,galatians 3:8,14,4.288072725713428e-05
8500,matthew 25:14,14,4.288072725713428e-05
4221,philippians 3:4,14,4.288072725713428e-05
4222,1 thessalonians 4:11,14,4.288072725713428e-05
391,1 corinthians 4:9,14,4.288072725713428e-05
9700,2 timothy 4:6,14,4.288072725713428e-05
12711,2 peter 3:7,14,4.288072725713428e-05
1946,isaiah 43:4,14,4.288072725713428e-05
1104,romans 12:7,14,4.288072725713428e-05
1105,1 corinthians 10:6,14,4.288072725713428e-05
5306,proverbs 10:17,14,4.288072725713428e-05
9757,genesis 29:17,14,4.288072725713428e-05
9779,acts 16:15,14,4.288072725713428e-05
2312,luke 14:14,14,4.288072725713428e-05
2314,2 thessalonians 1:6,14,4.288072725713428e-05
7501,1 corinthians 5:6,14,4.288072725713428e-05
3812,psalm 91:3,14,4.288072725713428e-05
763,matthew 8:2,14,4.288072725713428e-05
764,matthew 8:8,14,4.288072725713428e-05
3011,2 john 1:7,14,4.288072725713428e-05
6464,proverbs 16:33,14,4.288072725713428e-05
5187,john 5:44,14,4.288072725713428e-05
5851,hebrews 6:6,14,4.288072725713428e-05
917,1 kings 19:11,14,4.288072725713428e-05
10525,exodus 12:13,14,4.288072725713428e-05
5840,matthew 7:17,14,4.288072725713428e-05
3600,isaiah 6:2,14,4.288072725713428e-05
1201,2 thessalonians 1:11,14,4.288072725713428e-05
1630,2 thessalonians 1:8,14,4.288072725713428e-05
3374,2 timothy 2:10,14,4.288072725713428e-05
7626,acts 3:12,14,4.288072725713428e-05
1195,2 timothy 2:24,14,4.288072725713428e-05
11215,proverbs 18:12,14,4.288072725713428e-05
9692,philippians 1:7,14,4.288072725713428e-05
8535,matthew 28:16,14,4.288072725713428e-05
8523,zephaniah 5:11,14,4.288072725713428e-05
680,matthew 5:15,14,4.288072725713428e-05
8481,1 timothy 6:7,14,4.288072725713428e-05
5228,luke 2:37,14,4.288072725713428e-05
13265,genesis 1:4,14,4.288072725713428e-05
6176,exodus 14:21,14,4.288072725713428e-05
622,matthew 8:29,14,4.288072725713428e-05
8135,luke 1:4,14,4.288072725713428e-05
2368,zephaniah 6:18,14,4.288072725713428e-05
10545,revelation 5:13,14,4.288072725713428e-05
10530,psalm 145:8,14,4.288072725713428e-05
4949,james 5:4,14,4.288072725713428e-05
2072,isaiah 1:15,14,4.288072725713428e-05
2057,john 21:3,14,4.288072725713428e-05
8824,matthew 24:22,14,4.288072725713428e-05
4947,luke 1:46,14,4.288072725713428e-05
4465,job 1:11,14,4.288072725713428e-05
9448,philippians 4:16,14,4.288072725713428e-05
14334,exodus 16:4,14,4.288072725713428e-05
4966,deuteronomy 4:2,14,4.288072725713428e-05
8793,john 12:36,14,4.288072725713428e-05
12580,revelation 11:18,14,4.288072725713428e-05
12582,acts 8:23,14,4.288072725713428e-05
7071,matthew 4:6,14,4.288072725713428e-05
7061,mark 3:25,14,4.288072725713428e-05
10271,genesis 19:26,14,4.288072725713428e-05
4263,psalm 107:2,14,4.288072725713428e-05
9578,acts 2:10,14,4.288072725713428e-05
4278,zephaniah 4:3,14,4.288072725713428e-05
8558,1 thessalonians 3:5,14,4.288072725713428e-05
9615,ephesians 4:17,14,4.288072725713428e-05
7256,mark 6:5,14,4.288072725713428e-05
114,psalm 14:3,14,4.288072725713428e-05
1972,romans 8:25,14,4.288072725713428e-05
5595,1 peter 2:15,14,4.288072725713428e-05
12007,exodus 12:46,14,4.288072725713428e-05
5618,matthew 18:10,14,4.288072725713428e-05
2391,james 5:8,14,4.288072725713428e-05
3758,john 12:12,14,4.288072725713428e-05
8078,john 20:18,14,4.288072725713428e-05
8068,1 kings 19:8,14,4.288072725713428e-05
8084,1 corinthians 6:16,14,4.288072725713428e-05
10322,galatians 5:26,14,4.288072725713428e-05
10285,philippians 3:6,14,4.288072725713428e-05
954,1 peter 1:25,14,4.288072725713428e-05
3698,john 6:28,14,4.288072725713428e-05
6574,revelation 12:4,14,4.288072725713428e-05
2748,romans 7:5,14,4.288072725713428e-05
6623,luke 22:62,14,4.288072725713428e-05
7087,ruth 2:12,14,4.288072725713428e-05
7075,judges 6:13,14,4.288072725713428e-05
8778,2 timothy 2:9,14,4.288072725713428e-05
814,john 11:26,14,4.288072725713428e-05
1112,joel 2:23,14,4.288072725713428e-05
1984,luke 2:21,14,4.288072725713428e-05
1617,luke 4:2,14,4.288072725713428e-05
10522,psalm 130:3,14,4.288072725713428e-05
7933,exodus 3:10,14,4.288072725713428e-05
7914,isaiah 44:22,14,4.288072725713428e-05
5804,1 timothy 5:22,14,4.288072725713428e-05
3365,1 chronicles 29:29,14,4.288072725713428e-05
3672,proverbs 18:19,14,4.288072725713428e-05
7222,isaiah 38:17,14,4.288072725713428e-05
7204,psalm 32:7,14,4.288072725713428e-05
2708,galatians 6:3,14,4.288072725713428e-05
7198,matthew 26:11,14,4.288072725713428e-05
7184,isaiah 14:14,14,4.288072725713428e-05
6558,mark 2:7,14,4.288072725713428e-05
7188,matthew 11:15,14,4.288072725713428e-05
718,genesis 12:8,14,4.288072725713428e-05
721,john 8:39,14,4.288072725713428e-05
726,judges 16:28,14,4.288072725713428e-05
8613,mark 1:19,14,4.288072725713428e-05
5146,numbers 14:24,14,4.288072725713428e-05
5142,lamentations 3:23,14,4.288072725713428e-05
5143,galatians 3:2,14,4.288072725713428e-05
1171,philippians 4:17,14,4.288072725713428e-05
5743,acts 11:28,14,4.288072725713428e-05
8016,2 timothy 3:14,14,4.288072725713428e-05
10831,daniel 4:17,14,4.288072725713428e-05
5730,matthew 19:22,14,4.288072725713428e-05
7998,acts 3:8,14,4.288072725713428e-05
895,colossians 2:19,14,4.288072725713428e-05
7120,exodus 4:14,14,4.288072725713428e-05
1295,2 thessalonians 3:1,14,4.288072725713428e-05
8749,matthew 7:3,14,4.288072725713428e-05
2017,leviticus 20:13,14,4.288072725713428e-05
2957,isaiah 11:10,14,4.288072725713428e-05
3301,john 1:47,14,4.288072725713428e-05
5761,romans 2:12,14,4.288072725713428e-05
5777,john 10:33,14,4.288072725713428e-05
